"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"99",NA,NA,NA,NA,NA,NA,NA,2.89263529247609e-13,2.47741800486148e-12,3.63901964162863e-12,7.40463767577709e-14,2.48030523816888e-12,8.30805420335573e-13,4.46725954767963e+29,3.82937175845119e-10,2.22146384633015e-11,NA,2.43285523226169e-09,1.11523317727738e-09,1.20044240412331e-11,2.0828190519394e+31,1.58397659513262e-09,7.80618680398869e-12,1.07467305405552e-11,7.30617123665077e+32,3.18860594199649e-10,4.97138493232141e+35,3.49162421527898e-09,2.03830686877655e+24,NA
"100",NA,NA,NA,NA,NA,NA,NA,3.07621690903513e-13,2.60142494545385e-12,3.68221903142643e-12,7.03309239353351e-14,2.36419330311682e-12,8.30779951005769e-13,5.84018206148788e+29,3.68482022339947e-10,2.25883144404849e-11,NA,2.90622103065933e-09,1.04339516265383e-09,1.31898080790919e-11,2.08056872651483e+31,1.63545497669378e-09,8.85300028144959e-12,1.11049790859954e-11,5.63384981414099e+32,3.46221451713806e-10,9.85641986049019e+35,4.23698281259237e-09,3.82709070258083e+24,NA
"101",NA,NA,NA,NA,NA,NA,NA,3.24379773788527e-13,2.65334212504455e-12,3.70265896640295e-12,7.12266049842682e-14,2.45559187359588e-12,8.26723427546005e-13,6.90042345201576e+29,4.39482056959495e-10,2.34358986933725e-11,NA,2.51887742828047e-09,1.17288316411615e-09,1.43966164145448e-11,2.29299697744725e+31,1.39254567010887e-09,9.08234071409579e-12,1.24563347625281e-11,7.91945216898457e+32,3.16467265607316e-10,5.16799367932996e+35,3.68466112887952e-09,5.45220151597331e+24,NA
"102",NA,NA,NA,NA,NA,NA,NA,3.14578977716788e-13,2.65485793997143e-12,3.51901951186049e-12,7.38094530782221e-14,2.47781010237815e-12,8.88375713712258e-13,4.17346868179416e+29,4.14203871370206e-10,2.29813186288293e-11,NA,2.58937192865302e-09,1.51850040595272e-09,1.40805748524088e-11,6.33004027029403e+31,1.56001557064308e-09,9.55760567590968e-12,1.22805200777291e-11,5.06459149391157e+32,2.93797048951581e-10,5.09193034855243e+35,3.94645023581507e-09,4.88379395475479e+24,NA
"103",NA,NA,NA,NA,NA,NA,NA,3.15883819263911e-13,2.70770570104008e-12,3.7777765462716e-12,7.44100225727435e-14,2.43121964564974e-12,8.75130267891278e-13,5.99713747800788e+29,4.02558695440103e-10,2.52494825338368e-11,NA,2.15731158838185e-09,1.17113133813803e-09,1.32674743162938e-11,2.67316384156329e+31,1.78889016246061e-09,8.70071428082975e-12,1.28292194335299e-11,6.41105964207249e+32,3.0060527728913e-10,1.42490928611192e+36,4.22307637921249e-09,7.32357179170528e+24,NA
"104",NA,NA,NA,NA,NA,NA,NA,3.45093071717708e-13,2.80870755146271e-12,3.6464591499156e-12,7.13629633705912e-14,2.60516190781934e-12,8.92341695690158e-13,4.86523077106905e+29,3.70261207148286e-10,2.30385516445575e-11,NA,2.32614005338457e-09,1.03383077638064e-09,1.44024105295164e-11,2.97857885477558e+31,1.32597462024129e-09,8.43541932724667e-12,1.12684456964045e-11,7.19383812232464e+32,3.56226425075255e-10,7.70868071627266e+35,2.34187164848553e-09,3.24381200890735e+24,NA
"105",NA,NA,NA,NA,NA,NA,NA,3.35401340518882e-13,3.24903727926689e-12,4.07695122617084e-12,7.51533032163722e-14,2.5587224102254e-12,8.3335803543877e-13,5.45494810192788e+29,3.59249979979437e-10,2.13854429281776e-11,NA,2.52420371068427e-09,1.10730066335091e-09,1.43526604733109e-11,4.20671841991785e+31,1.64595738864847e-09,1.06109780208673e-11,9.71065344064133e-12,2.6732540598701e+32,3.02537389227211e-10,6.91036789102013e+35,3.5893475894332e-09,1.38269182456681e+24,NA
"106",NA,NA,NA,NA,NA,NA,NA,3.49547980188067e-13,3.35381887538078e-12,3.82791401974361e-12,7.76169611848974e-14,2.27723803446068e-12,8.78383591861689e-13,4.60951492323626e+29,3.79659081224539e-10,2.51501495633448e-11,NA,3.3744911289657e-09,9.83328973143423e-10,1.85163535668098e-11,2.53134477145e+31,1.55005888471958e-09,8.8121374130969e-12,1.09521146085384e-11,4.53912997191799e+32,2.49429264846613e-10,1.68740258504876e+36,3.64523058091311e-09,5.67914224461153e+24,NA
"107",NA,NA,NA,NA,NA,NA,NA,3.31192618445197e-13,3.53231269512503e-12,3.28198476363688e-12,8.0767927378805e-14,2.47845050467927e-12,8.24690610729216e-13,6.99546426215449e+29,3.48105630916904e-10,2.47391079186635e-11,NA,2.17318988015962e-09,1.06751319272732e-09,1.70026847968204e-11,2.61992771903749e+31,1.52564332222015e-09,8.35474351800885e-12,1.03291063602974e-11,7.86424239335925e+32,2.78098462235135e-10,7.7129637410543e+35,3.86859715771989e-09,3.50284812164734e+24,NA
"108",NA,NA,NA,NA,NA,NA,NA,3.49459093789394e-13,3.58358793461955e-12,3.65283014709307e-12,8.53479568499755e-14,2.48927088180312e-12,9.24831987785591e-13,6.08561192584398e+29,3.67561711741448e-10,2.65684827799328e-11,NA,3.37975384434467e-09,9.80368065331329e-10,1.38699618698134e-11,2.62095446389057e+31,1.93410451222082e-09,8.88556086267284e-12,1.36644183099484e-11,7.91436440121351e+32,2.95138910459369e-10,8.36092354467067e+35,2.95670116551024e-09,2.40942111919921e+24,NA
"109",NA,NA,NA,NA,NA,NA,NA,3.69874969902148e-13,3.66155749593176e-12,3.89632327932337e-12,8.6957975512072e-14,2.5443680656863e-12,8.94385867342294e-13,4.92762449879864e+29,4.10432080745087e-10,2.62500557962559e-11,NA,2.56962501523433e-09,9.96549087329603e-10,1.51029928932043e-11,1.50395910599762e+31,1.71738929192969e-09,8.97149349296143e-12,1.06194719291067e-11,4.13929672562815e+32,2.71383511746932e-10,6.72267865478777e+35,3.14243435641568e-09,1.35852885116288e+24,NA
"110",NA,NA,NA,NA,NA,NA,NA,3.5501160291345e-13,3.65757509144095e-12,3.77544711552072e-12,8.04892448211054e-14,2.62681177178973e-12,8.80849662536556e-13,7.33222346616661e+29,3.6662742549349e-10,2.50890682157576e-11,NA,2.73341035019553e-09,1.30018964854988e-09,1.59586546958287e-11,1.64062033634158e+31,1.1613143497536e-09,7.72708071194765e-12,1.20162974479652e-11,7.54205008346313e+32,2.72714035765923e-10,1.54747087805407e+36,3.0591881237019e-09,5.24870690739376e+24,NA
"111",NA,NA,NA,NA,NA,NA,NA,3.52796414025898e-13,4.03602689974703e-12,3.5937793351044e-12,8.97600773359079e-14,2.35475359328228e-12,8.81006168983476e-13,5.75225275975214e+29,4.22505916899908e-10,2.17108682802123e-11,NA,2.09138483662151e-09,1.31434166588751e-09,1.27807868228181e-11,4.50915354116625e+31,1.42210305783662e-09,9.84460259104254e-12,1.41926489053813e-11,1.49661531416672e+33,2.36627264570162e-10,5.83550227819989e+35,3.11660725779095e-09,4.09804648766399e+24,NA
"112",NA,NA,NA,NA,NA,NA,NA,3.49547801019461e-13,4.2156398715192e-12,3.81821781845498e-12,8.89506649690838e-14,2.53201553599931e-12,8.28226170869978e-13,8.88438684170099e+29,3.92192827237306e-10,2.34424689293141e-11,NA,2.77803944546915e-09,9.70518596572314e-10,1.415162265707e-11,3.30115683578058e+31,1.65709908111185e-09,9.75305139199451e-12,1.10315293767871e-11,8.52327352148877e+32,2.78581713120641e-10,3.83870553065323e+35,3.5333960671919e-09,7.99965082827804e+24,NA
"113",NA,NA,NA,NA,NA,NA,NA,3.47144992512707e-13,4.69337999972978e-12,4.29308994646601e-12,9.63148651248107e-14,2.49150293521607e-12,8.76710540636369e-13,6.08733022659122e+29,4.03344088182985e-10,2.17609556018944e-11,NA,2.10216794735251e-09,1.13250776100223e-09,1.34828448136889e-11,1.44390054116764e+31,1.76315834498533e-09,7.98405073757216e-12,1.41722102896304e-11,1.25387803126674e+33,2.76834544954992e-10,8.71023458955845e+35,2.48866246131129e-09,6.94338909744261e+24,NA
"114",NA,NA,NA,NA,NA,NA,NA,3.59169748964706e-13,4.59742101213015e-12,3.96641642028916e-12,9.26924251259754e-14,2.69936381653885e-12,8.39718342124504e-13,5.36084813038225e+29,3.85067120199627e-10,2.12423798370604e-11,NA,3.2675576764271e-09,9.87266887235774e-10,1.45860736160285e-11,2.82921797006516e+31,1.7831040889639e-09,8.4185970191229e-12,1.17399356996693e-11,9.23993183076083e+32,3.15866338238077e-10,1.05537777026429e+36,3.09225122328771e-09,2.55515445166582e+24,NA
"115",NA,NA,NA,NA,NA,NA,NA,3.95545319590784e-13,4.36452939598478e-12,4.27781218430618e-12,9.32616527740357e-14,2.72553191280311e-12,8.92867903973788e-13,8.07278561705641e+29,4.21967401245973e-10,2.3232232682217e-11,NA,2.20344614369792e-09,1.12606168793825e-09,1.24082029960564e-11,1.48328830275018e+31,1.52631976129243e-09,7.97528633416244e-12,1.13821685237762e-11,1.16377798080965e+33,2.09531492989695e-10,1.02764490074931e+36,2.4242184272114e-09,1.23637638892189e+24,NA
"116",NA,NA,NA,NA,NA,NA,NA,3.49740841911612e-13,4.80966482714575e-12,4.00045392876158e-12,9.64852000819061e-14,2.37758262664176e-12,8.90153057425056e-13,7.82700838594573e+29,4.24117209485952e-10,2.25794387289654e-11,NA,2.80060943357416e-09,1.0988344500271e-09,1.57390159243387e-11,3.00822039841987e+31,1.35580147311646e-09,9.23270001012958e-12,9.95977935073e-12,8.38269100923258e+32,2.79895735238435e-10,5.74341483907076e+35,2.61682060042912e-09,3.9128392094116e+24,NA
"117",NA,NA,NA,NA,NA,NA,NA,3.85404845483808e-13,4.95533539868887e-12,3.85487535755789e-12,9.86356953085378e-14,2.18040350723013e-12,8.23134067252974e-13,6.45631506909468e+29,3.66962165383786e-10,2.3769104921999e-11,NA,2.07228856911124e-09,1.20749064036346e-09,1.50068900407559e-11,3.7576324108863e+31,1.55295578539868e-09,8.60220925861436e-12,1.29251825470369e-11,3.02971459948718e+32,2.76275197973333e-10,7.30016657699675e+35,2.49777028418117e-09,1.98003341518154e+24,NA
"118",NA,NA,NA,NA,NA,NA,NA,3.50948076979604e-13,4.65047755532863e-12,4.30623599926526e-12,9.51659513699241e-14,2.47293482731164e-12,9.18444537530056e-13,9.56895849675423e+29,3.94807851904736e-10,2.35645157710644e-11,NA,2.44013119075451e-09,1.26572571708837e-09,1.46361778319877e-11,2.58568511303812e+31,1.39190900064652e-09,9.39487992998906e-12,1.12567373530125e-11,6.1188748500128e+32,2.42373023107382e-10,6.48808219260751e+35,1.96057025672591e-09,3.34122904179574e+24,NA
"119",NA,NA,NA,NA,NA,NA,NA,3.96216164460607e-13,4.9571148172721e-12,4.4123255007934e-12,9.9046388785607e-14,2.42206442743682e-12,7.97747424567206e-13,9.70410392656611e+29,4.35340643204387e-10,2.13849217001533e-11,NA,2.32691022470523e-09,1.17033067796708e-09,1.55067542607282e-11,3.54741245616498e+31,1.84270736274783e-09,9.20657782989593e-12,1.08588399510813e-11,2.90144292834208e+32,2.51473803853098e-10,1.37230208530802e+36,2.82020791527982e-09,3.49749224554237e+24,NA
"120",NA,NA,NA,NA,NA,NA,NA,3.82132556253873e-13,4.65761663605883e-12,4.55380482066331e-12,9.39404522854512e-14,2.5580941243414e-12,9.82107472455211e-13,7.44526808584955e+29,4.24251530211525e-10,2.23488953161812e-11,NA,2.33217292585354e-09,1.13164630512559e-09,1.57301856315414e-11,1.77246681693159e+31,1.64255198730637e-09,8.09604813562014e-12,9.25461550942241e-12,4.77016577793421e+32,2.39105767196804e-10,1.52788263904617e+36,2.56264427826392e-09,1.80602665264532e+24,NA
"121",NA,NA,NA,NA,NA,NA,NA,4.07864777758273e-13,5.20604268171101e-12,4.53504659329687e-12,1.0485734413717e-13,2.59622111851632e-12,7.95053321579934e-13,6.51072917491643e+29,3.87785664498357e-10,2.24520827071881e-11,NA,2.57266317749007e-09,1.03573980266253e-09,1.5918712018741e-11,3.89393343619488e+31,1.57715524691391e-09,7.86897026120216e-12,1.1772310753085e-11,3.87802335635135e+32,3.28712778226199e-10,7.8027366523724e+35,2.55226396083513e-09,1.00137712266583e+24,NA
"122",NA,NA,NA,NA,NA,NA,NA,4.27017704461895e-13,5.51194820454713e-12,4.56736624994504e-12,1.01875366913762e-13,2.48290856605914e-12,8.27337080860957e-13,5.89552977013844e+29,4.04003033175052e-10,2.55791722498858e-11,NA,2.66374578820469e-09,1.19378381622196e-09,1.3975487775363e-11,2.26860407031759e+31,1.56601799795897e-09,8.64818190757631e-12,1.29389146424004e-11,7.59403093939743e+32,2.6555284650116e-10,1.93007068003409e+36,2.77736133226936e-09,1.92703625025094e+24,NA
"123",NA,NA,NA,NA,NA,NA,NA,3.81532882641661e-13,5.49685239727693e-12,4.69247458969524e-12,1.04761083605854e-13,2.67624956953662e-12,9.18699446311442e-13,5.21186058586438e+29,3.94168110398832e-10,2.22737795649245e-11,NA,2.36302556694003e-09,1.25019606511964e-09,1.25345877568703e-11,5.34208154916772e+31,1.79676782982159e-09,8.06810924405288e-12,1.26404834290626e-11,2.97962032864766e+32,2.04794871546644e-10,1.58349916669711e+36,2.29009130897196e-09,1.6381648709216e+24,NA
"124",NA,NA,NA,NA,NA,NA,NA,4.09058319829264e-13,5.43397056232364e-12,4.77819312774349e-12,1.06052431833763e-13,2.43707273487396e-12,9.17552924536241e-13,8.23796834939795e+29,3.79649508328088e-10,2.49699436460018e-11,NA,2.41508843053742e-09,9.11443884997702e-10,1.51545298754733e-11,4.51104228354965e+31,1.34069115959376e-09,1.04903350851157e-11,1.21043253031667e-11,7.81500408395007e+32,2.48748370729404e-10,8.56920882306855e+35,2.43733075319574e-09,2.55396225228202e+24,NA
"125",NA,NA,NA,NA,NA,NA,NA,4.07189473153264e-13,6.25860770016474e-12,4.91174942036772e-12,1.1132282771752e-13,2.41418279854153e-12,9.33337051259046e-13,7.71214765598683e+29,3.91892617717692e-10,2.31692830314331e-11,NA,2.73197874425948e-09,1.08768613203144e-09,1.28340289874901e-11,1.53255374790028e+31,1.41275977162825e-09,7.14137976489243e-12,9.58909730011832e-12,6.15438324187782e+32,2.01649443704545e-10,5.02923394767043e+35,2.48653776998507e-09,4.55987640543257e+24,NA
"126",NA,NA,NA,NA,NA,NA,NA,4.17554256410511e-13,6.00693805227423e-12,4.97908953541397e-12,1.07879372685271e-13,2.59795973448542e-12,9.11831609028196e-13,8.20674807186175e+29,4.27108845014154e-10,2.41418814940808e-11,NA,2.64722708731455e-09,9.90733936126816e-10,1.38354163457534e-11,5.99313730799442e+31,1.61758218019702e-09,8.23848152032249e-12,1.35972694358585e-11,7.07111001551557e+32,1.88760344982272e-10,1.73084895108279e+36,3.29217059649063e-09,4.56318703637207e+24,NA
"127",NA,NA,NA,NA,NA,NA,NA,4.0222958661785e-13,6.16185679721187e-12,5.23848072390288e-12,9.95928937514649e-14,2.61102878156052e-12,8.95740086232302e-13,9.99243465481387e+29,4.22553926782054e-10,2.47895508152137e-11,NA,2.80693518548566e-09,1.00286771336677e-09,1.32594211442086e-11,1.451116160109e+31,1.28888189550626e-09,9.01772522452165e-12,1.3633371240932e-11,3.70925153398751e+32,2.25790348118104e-10,2.23519519218953e+36,2.5848471836437e-09,1.52829677198606e+24,NA
"128",NA,NA,NA,NA,NA,NA,NA,4.01245659393564e-13,6.03539371638342e-12,5.33976179759207e-12,1.13608219253972e-13,2.53527850917738e-12,9.03036801685544e-13,7.55428093775004e+29,4.10911884837739e-10,2.37223082434549e-11,NA,2.23885784355464e-09,1.22578861167463e-09,1.47281119667419e-11,2.93992848042743e+31,1.39859362218223e-09,8.21812539236005e-12,9.648824256149e-12,6.97602990656765e+32,1.95538216766599e-10,1.20632676930712e+36,2.27124717464949e-09,2.2203115998977e+24,NA
"129",NA,NA,NA,NA,NA,NA,NA,4.15244577687433e-13,5.69541234922673e-12,5.54978928954677e-12,1.1475480812508e-13,2.48410077927567e-12,8.59779512902104e-13,6.46775508954204e+29,4.00373848537742e-10,2.48674260324005e-11,NA,2.29420823751061e-09,9.82650591679758e-10,1.53496460365893e-11,3.61331599905363e+31,1.35045973942889e-09,9.3210883949791e-12,1.16288316228328e-11,4.40169622931234e+32,2.27160688245156e-10,7.49259526131304e+35,2.19889830575742e-09,1.36181747866001e+24,NA
"130",NA,NA,NA,NA,NA,NA,NA,4.28304113711977e-13,6.01118418093633e-12,5.87346460998626e-12,1.04038028297988e-13,2.63980325451779e-12,8.63768458225814e-13,7.84769918573692e+29,4.04413921136455e-10,2.57767054254035e-11,NA,2.45165718086886e-09,1.14686425763625e-09,1.3099255599174e-11,2.53738909296211e+31,1.40979435077326e-09,7.87576317533483e-12,1.0649645095663e-11,8.91160644927736e+32,2.2567129488014e-10,2.39002325715007e+36,1.76011651079459e-09,9.09888310976693e+24,NA
"131",NA,NA,NA,NA,NA,NA,NA,4.22036707330771e-13,5.63872650369015e-12,5.94622770796012e-12,1.19368394812564e-13,2.51762293920407e-12,8.56016361762491e-13,7.12669411981369e+29,3.95236402950144e-10,2.3347871402001e-11,NA,2.69867429609987e-09,9.89868625898577e-10,1.4284603378995e-11,4.53868875670388e+31,1.47740048485724e-09,8.73231136246991e-12,1.25622777569432e-11,4.70921636338569e+32,1.90329145562311e-10,1.26400562512974e+36,1.91488937885834e-09,2.62530601840318e+24,NA
"132",NA,NA,NA,NA,NA,NA,NA,4.1985670903114e-13,6.19003556131451e-12,6.0421971179603e-12,1.14282716590435e-13,2.57559800747859e-12,9.12081572923601e-13,5.85336576461011e+29,4.29274870171828e-10,2.39864013637825e-11,NA,2.55676260379485e-09,9.96581596535476e-10,1.33629992825903e-11,1.91019171400246e+31,1.42801317039393e-09,1.04357944852251e-11,1.22023466704067e-11,5.32379072289055e+32,2.70056432491197e-10,9.21207815732824e+35,1.82005675386434e-09,1.05340472249967e+24,NA
"133",NA,NA,NA,NA,NA,NA,NA,3.87058065117784e-13,5.52207014958303e-12,6.46798522657323e-12,1.21803994513558e-13,2.63215722568721e-12,8.88060911500685e-13,7.12126210855377e+29,3.82918762465362e-10,2.39343311154765e-11,NA,2.22169633169682e-09,9.33224730936166e-10,1.45098130081396e-11,3.46264685281082e+31,1.51950755573395e-09,8.68089773428996e-12,1.16482437777406e-11,6.33684208620222e+32,2.54687772468931e-10,9.95522148928917e+35,1.69059885895191e-09,9.4157149348827e+24,NA
"134",NA,NA,NA,NA,NA,NA,NA,4.19179535287236e-13,5.85081650634634e-12,5.99411951129738e-12,1.19922478308212e-13,2.68147878912009e-12,9.64121850644336e-13,7.54338124787513e+29,4.14547398838015e-10,2.62879117375458e-11,NA,2.53659767993866e-09,1.15598703078961e-09,1.36452808811088e-11,2.30930426840905e+31,1.54220073165003e-09,7.25058470102411e-12,1.24263821335538e-11,7.73836493793787e+32,2.00604217043271e-10,1.16380644661048e+36,2.00632059360951e-09,3.64587880676494e+24,NA
"135",NA,NA,NA,NA,NA,NA,NA,4.45809640580639e-13,6.16768046030948e-12,6.53954533514916e-12,1.139824303067e-13,2.35496216194326e-12,8.84673998931691e-13,7.65166382580466e+29,4.20304876622241e-10,2.49321323514795e-11,NA,2.51616133596689e-09,1.10425031950205e-09,1.35201255751161e-11,1.97090632959044e+31,1.35702073905523e-09,9.89545647242191e-12,1.15649408763186e-11,2.84930765986342e+32,1.93646256811464e-10,1.62357789987694e+36,1.55487486609637e-09,2.64104560122901e+24,NA
"136",NA,NA,NA,NA,NA,NA,NA,4.40976253535721e-13,5.64144875343622e-12,6.22190609792623e-12,1.19778165572804e-13,2.48634914401428e-12,8.34351805664362e-13,6.51799325108072e+29,4.26917373434947e-10,2.48883864362725e-11,NA,2.78251560644031e-09,1.01444601055444e-09,1.61874703018004e-11,1.35781675480853e+31,1.57984200541244e-09,7.81710190152398e-12,1.26077275356152e-11,5.69132712629935e+32,2.13395347592829e-10,8.32307399797324e+35,1.83821196443137e-09,2.83803952170249e+24,NA
"137",NA,NA,NA,NA,NA,NA,NA,4.3096979515997e-13,5.89161778915619e-12,6.79312955413242e-12,1.08796305094727e-13,2.59427774698482e-12,9.11829328922978e-13,1.02932107729035e+30,3.96006218457259e-10,2.36689537777755e-11,NA,2.37785974281731e-09,1.11544283435033e-09,1.50174414814096e-11,2.68043649273879e+31,1.38000570220726e-09,8.81653247089972e-12,1.00865127749816e-11,7.24963965655191e+32,2.45049242268428e-10,1.59072837630762e+36,1.36925119904833e-09,1.57121656976866e+24,NA
"138",NA,NA,NA,NA,NA,NA,NA,4.63657529874355e-13,5.75725992900883e-12,7.0227314926824e-12,1.20065149784438e-13,2.49315160183928e-12,9.22301118923404e-13,8.4446522790369e+29,4.02915545824908e-10,2.37583556005273e-11,NA,2.3882869312243e-09,1.17750762674549e-09,1.33143489243071e-11,3.21268942889559e+31,1.49459465518647e-09,7.54124330170156e-12,1.12472550336138e-11,4.86375402042103e+32,2.40016253679846e-10,7.60683236496285e+35,1.25480537282285e-09,6.44463046908683e+24,NA
"139",NA,NA,NA,NA,NA,NA,NA,4.73817920015739e-13,5.49458417163058e-12,7.2671895664313e-12,1.27486993872175e-13,2.38151971075168e-12,9.28710282217225e-13,8.8415212951082e+29,4.10967178726254e-10,2.75834547697713e-11,NA,2.39367392752176e-09,1.04015878253624e-09,1.62821869711709e-11,3.25096229740748e+31,1.58322005210785e-09,7.52270514087564e-12,1.14275240140507e-11,2.95607892101573e+32,2.39540253434686e-10,1.37799303782328e+36,1.716264646235e-09,5.85142238306609e+24,NA
"140",NA,NA,NA,NA,NA,NA,NA,4.40800927210138e-13,5.38385886405539e-12,7.67558195642403e-12,1.24214498758003e-13,2.74049678294165e-12,8.6960047361604e-13,1.08343712872256e+30,4.01942834351952e-10,2.41986018304406e-11,NA,2.75023051828999e-09,8.58598528464185e-10,1.41685613618768e-11,1.80511146832945e+31,1.26733450813396e-09,7.79056796540013e-12,1.22817918251433e-11,6.8136239176926e+32,2.09420248169634e-10,6.84597353340557e+35,1.74053880406164e-09,2.47202743725515e+24,NA
"141",NA,NA,NA,NA,NA,NA,NA,4.41264454287608e-13,5.46077108031397e-12,8.39725632149473e-12,1.18416204093691e-13,2.53525607049443e-12,9.29186495621035e-13,6.73416714346138e+29,4.14847219170529e-10,2.71464835902799e-11,NA,2.52156104900991e-09,1.12624761532975e-09,1.6919353319745e-11,3.60232496332359e+31,1.40635476411358e-09,8.79364768283692e-12,1.13929077897646e-11,3.72305758513427e+32,2.32304237448172e-10,8.69263570074262e+35,1.50357428675868e-09,6.24530392980284e+24,NA
"142",NA,NA,NA,NA,NA,NA,NA,4.19132426366716e-13,5.83892012938285e-12,7.61349233898658e-12,1.24004391738523e-13,2.57148521349542e-12,9.08391365988892e-13,1.06221894460425e+30,3.66164729376624e-10,2.67971729866902e-11,NA,2.97668405825529e-09,1.15765087066182e-09,1.51000432111262e-11,4.35306821789212e+31,1.61423739892127e-09,7.9986684199357e-12,1.14905085570207e-11,3.67677798825449e+32,2.92903455586291e-10,8.31835924498641e+35,1.71854488714361e-09,2.75277428096742e+24,NA
"143",NA,NA,NA,NA,NA,NA,NA,4.53610929604367e-13,5.50162910214533e-12,7.96628726025002e-12,1.16957449676086e-13,2.42921979233821e-12,9.47307440218752e-13,9.26725221628397e+29,3.8896751138164e-10,2.47992315329863e-11,NA,2.15741808611604e-09,1.05666551863524e-09,1.53496892787165e-11,2.92310287248489e+31,1.16724731586828e-09,7.25178135713432e-12,1.11862430642607e-11,9.56539810663301e+32,1.93462798326278e-10,8.99810117596971e+35,1.41413173377385e-09,5.28421200096618e+24,NA
"144",NA,NA,NA,NA,NA,NA,NA,4.29391226100051e-13,5.16409324849219e-12,8.64319561329732e-12,1.15852093360822e-13,2.51602622305837e-12,8.17707922903468e-13,9.55669937632019e+29,3.77454076924804e-10,2.54230632416656e-11,NA,2.83078501868567e-09,9.79308288269336e-10,1.26522239604627e-11,2.51974440536969e+31,1.54098092559583e-09,9.62720603989334e-12,1.27338265460308e-11,6.10729920554726e+32,1.74501008517075e-10,8.7212686714798e+35,1.08705879547535e-09,3.06004618735863e+24,NA
"145",NA,NA,NA,NA,NA,NA,NA,4.44689939902196e-13,5.0360272935552e-12,8.28407634738443e-12,1.17150919963321e-13,2.3658215202274e-12,9.24239180884447e-13,9.59642811627449e+29,4.15466926862579e-10,2.48289768065257e-11,NA,3.2735831683321e-09,1.07588908047403e-09,1.54615740758502e-11,2.65070097778902e+31,1.20942554782197e-09,8.00607935275759e-12,1.02295363959733e-11,3.58255695210978e+32,1.83135792042605e-10,7.91322418081838e+35,1.73548992837932e-09,2.69881690349056e+24,NA
"146",NA,NA,NA,NA,NA,NA,NA,4.41545219693414e-13,5.06676725431099e-12,8.9720943095142e-12,1.1784340988119e-13,2.59837652265601e-12,9.02625056547363e-13,7.47907932811446e+29,4.16699857143752e-10,2.57796051673366e-11,NA,2.28923856848779e-09,1.03183679931416e-09,1.32392041297894e-11,2.62799511177508e+31,1.88869004942623e-09,8.28001548029908e-12,1.13009831149229e-11,7.77502422778669e+32,2.75815033245976e-10,8.15568222954262e+35,1.43189203999033e-09,2.61158800238197e+24,NA
"147",NA,NA,NA,NA,NA,NA,NA,4.51962408273628e-13,4.86007613492243e-12,9.79101077969244e-12,1.27816619669796e-13,2.34673129493491e-12,8.69670005155105e-13,8.33786628219365e+29,4.10330619773906e-10,2.58594574039937e-11,NA,2.2596133651525e-09,9.41236056418974e-10,1.54460360115867e-11,3.81542942265671e+31,1.57518324990987e-09,6.85286931327034e-12,9.71464728266292e-12,3.95577248817952e+32,1.82276173733177e-10,7.39176843974879e+35,1.40146630845812e-09,5.69398009610312e+24,NA
"148",NA,NA,NA,NA,NA,NA,NA,4.19365717687152e-13,4.66641116298441e-12,9.43372823914971e-12,1.36437986572966e-13,2.66975271062716e-12,8.80020950345381e-13,1.11706484543381e+30,4.35339861243486e-10,2.6720188889018e-11,NA,2.52318764776568e-09,1.04969171519343e-09,1.69216981966991e-11,1.64189056426988e+31,1.34672596956184e-09,7.90193214485578e-12,1.35214434755984e-11,3.49721758361634e+32,2.13163071777269e-10,7.82601098545477e+35,1.01539757686666e-09,3.94853205732738e+24,NA
"149",NA,NA,NA,NA,NA,NA,NA,4.78648961922505e-13,4.91854833587144e-12,9.1503385799889e-12,1.25080625075767e-13,2.52596739218317e-12,9.01385418623325e-13,6.54295702480777e+29,3.62717110329368e-10,2.64469032119388e-11,NA,3.03167741797687e-09,1.08206189314648e-09,1.34036555267641e-11,2.31496917962049e+31,1.63789768427686e-09,8.63720991063771e-12,1.1052235930571e-11,5.83344771280816e+32,2.11185654194899e-10,1.27704653274539e+36,1.24935577486915e-09,4.614115906534e+24,NA
"150",NA,NA,NA,NA,NA,NA,NA,4.91570239849312e-13,4.41664800696226e-12,1.01029369968776e-11,1.28322292216555e-13,2.49971254019523e-12,9.51664695626783e-13,9.65111229445998e+29,3.96574607862804e-10,2.73552909802932e-11,NA,2.93350662363214e-09,1.08222194428558e-09,1.40136595168398e-11,2.14307234524344e+31,1.42318922005197e-09,8.4479538531671e-12,1.1200451292744e-11,6.17504309409893e+32,2.38189993253116e-10,1.00437585741011e+36,1.16790226005729e-09,9.85334788918613e+24,NA
"151",NA,NA,NA,NA,NA,NA,NA,4.50841691067712e-13,4.09732595031872e-12,1.0089168615751e-11,1.18848757875651e-13,2.56132652107893e-12,9.09227423577598e-13,8.79742111249421e+29,4.37537603683939e-10,2.6386576713849e-11,NA,2.64529174329737e-09,1.04429663662263e-09,1.25837459674579e-11,3.37886806632519e+31,1.3306684126549e-09,7.90091793279507e-12,1.25376958958486e-11,8.62438644802443e+32,2.20111156739251e-10,5.77506662045157e+35,1.28370429034472e-09,2.26767304865384e+24,NA
