"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.00712919268309334,0.00727353626877427,0.0071722387768469,0.00728335302609038,0.00727695818967454,0.00737336545586171,0.00740692684125836,0.00751058040113756,0.00761238074020638,0.00761641914390665,0.00767746545435787,0.00780090303804801,0.00766183236254154,0.00775958230978068,NA
"2",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,NA
