"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",-14.0365471184014,-14.1809446000605,-14.0796101072924,-14.1907647477797,-14.1843677065693,-14.2808067603102,-14.3143785114104,-14.418061973536,-14.519888811251,-14.5239282115089,-14.5849891060569,-14.7084535925539,-14.569352363879,-14.6671242258732,NA
"2",7.12919268309334,7.27353626877427,7.1722387768469,7.28335302609038,7.27695818967454,7.37336545586171,7.40692684125836,7.51058040113756,7.61238074020638,7.61641914390665,7.67746545435786,7.80090303804801,7.66183236254154,7.75958230978068,NA
